KEY;SURVEY_DATE;OFFICE_LOCATION;STATEMENT;RATING
425;2021-01-01;2500-0001;I'm satisified with the relations between colleagues in my team.;2
426;2021-01-01;2500-0001;I can always trust the colleagues in my team.;3
427;2021-01-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;6
428;2021-01-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;9
429;2021-01-01;2500-0001;After work, I'm exhausted in the evening.;7
430;2021-01-01;2500-0001;I'm often working under time pressure.;9
431;2021-01-01;2500-0001;I have a really interesting  job.;3
432;2021-01-01;2500-0001;Most of the time I enjoy going to work.;3
433;2021-01-01;2500-0001;I'm often bored at work.;9
434;2021-01-01;2500-0001;If I could, I would like to change careers.;9
435;2021-01-01;2500-0001;I'm satisified with the relations between colleagues in my team.;3
436;2021-01-01;2500-0001;I can always trust the colleagues in my team.;3
437;2021-01-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;9
438;2021-01-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;7
439;2021-01-01;2500-0001;After work, I'm exhausted in the evening.;6
440;2021-01-01;2500-0001;I'm often working under time pressure.;6
441;2021-04-01;2500-0001;I have a really interesting  job.;8
442;2021-04-01;2500-0001;Most of the time I enjoy going to work.;8
443;2021-04-01;2500-0001;I'm often bored at work.;1
444;2021-04-01;2500-0001;If I could, I would like to change careers.;3
445;2021-04-01;2500-0001;I'm satisified with the relations between colleagues in my team.;9
446;2021-04-01;2500-0001;I can always trust the colleagues in my team.;9
447;2021-04-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;3
448;2021-04-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
449;2021-04-01;2500-0001;After work, I'm exhausted in the evening.;3
450;2021-04-01;2500-0001;I'm often working under time pressure.;2
451;2021-04-01;2500-0001;I have a really interesting  job.;8
452;2021-04-01;2500-0001;Most of the time I enjoy going to work.;9
453;2021-04-01;2500-0001;I'm often bored at work.;2
454;2021-04-01;2500-0001;If I could, I would like to change careers.;2
455;2021-04-01;2500-0001;I'm satisified with the relations between colleagues in my team.;10
456;2021-04-01;2500-0001;I can always trust the colleagues in my team.;10
457;2021-04-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;3
458;2021-04-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
459;2021-04-01;2500-0001;After work, I'm exhausted in the evening.;2
460;2021-04-01;2500-0001;I'm often working under time pressure.;3
461;2021-04-01;2500-0001;I have a really interesting  job.;8
462;2021-04-01;2500-0001;Most of the time I enjoy going to work.;10
463;2021-04-01;2500-0001;I'm often bored at work.;2
464;2021-04-01;2500-0001;If I could, I would like to change careers.;3
465;2021-04-01;2500-0001;I'm satisified with the relations between colleagues in my team.;9
466;2021-04-01;2500-0001;I can always trust the colleagues in my team.;9
467;2021-04-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;1
468;2021-04-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
469;2021-04-01;2500-0001;After work, I'm exhausted in the evening.;3
470;2021-04-01;2500-0001;I'm often working under time pressure.;2
471;2021-04-01;2500-0001;I have a really interesting  job.;9
472;2021-04-01;2500-0001;Most of the time I enjoy going to work.;8
473;2021-04-01;2500-0001;I'm often bored at work.;2
474;2021-04-01;2500-0001;If I could, I would like to change careers.;3
475;2021-04-01;2500-0001;I'm satisified with the relations between colleagues in my team.;10
476;2021-04-01;2500-0001;I can always trust the colleagues in my team.;10
477;2021-04-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;1
478;2021-04-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
479;2021-04-01;2500-0001;After work, I'm exhausted in the evening.;3
480;2021-04-01;2500-0001;I'm often working under time pressure.;3
481;2021-04-01;2500-0001;I have a really interesting  job.;9
482;2021-04-01;2500-0001;Most of the time I enjoy going to work.;10
483;2021-04-01;2500-0001;I'm often bored at work.;2
484;2021-04-01;2500-0001;If I could, I would like to change careers.;1
485;2021-04-01;2500-0001;I'm satisified with the relations between colleagues in my team.;8
486;2021-04-01;2500-0001;I can always trust the colleagues in my team.;8
487;2021-04-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;3
488;2021-04-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
489;2021-04-01;2500-0001;After work, I'm exhausted in the evening.;2
490;2021-04-01;2500-0001;I'm often working under time pressure.;3
491;2021-04-01;2500-0001;I have a really interesting  job.;9
492;2021-04-01;2500-0001;Most of the time I enjoy going to work.;8
493;2021-04-01;2500-0001;I'm often bored at work.;3
494;2021-04-01;2500-0001;If I could, I would like to change careers.;3
495;2021-04-01;2500-0001;I'm satisified with the relations between colleagues in my team.;9
496;2021-04-01;2500-0001;I can always trust the colleagues in my team.;8
497;2021-04-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;3
498;2021-04-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
499;2021-04-01;2500-0001;After work, I'm exhausted in the evening.;2
500;2021-04-01;2500-0001;I'm often working under time pressure.;2
501;2021-04-01;2500-0001;I have a really interesting  job.;8
502;2021-04-01;2500-0001;Most of the time I enjoy going to work.;9
503;2021-04-01;2500-0001;I'm often bored at work.;2
504;2021-04-01;2500-0001;If I could, I would like to change careers.;2
505;2021-04-01;2500-0001;I'm satisified with the relations between colleagues in my team.;8
506;2021-04-01;2500-0001;I can always trust the colleagues in my team.;10
507;2021-04-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;1
508;2021-04-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
509;2021-04-01;2500-0001;After work, I'm exhausted in the evening.;1
510;2021-04-01;2500-0001;I'm often working under time pressure.;2
511;2021-04-01;2500-0001;I have a really interesting  job.;9
512;2021-04-01;2500-0001;Most of the time I enjoy going to work.;8
513;2021-04-01;2500-0001;I'm often bored at work.;2
514;2021-04-01;2500-0001;If I could, I would like to change careers.;2
515;2021-04-01;2500-0001;I'm satisified with the relations between colleagues in my team.;10
516;2021-04-01;2500-0001;I can always trust the colleagues in my team.;9
517;2021-04-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;2
518;2021-04-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
519;2021-04-01;2500-0001;After work, I'm exhausted in the evening.;2
520;2021-04-01;2500-0001;I'm often working under time pressure.;1
521;2021-04-01;2500-0001;I have a really interesting  job.;9
522;2021-04-01;2500-0001;Most of the time I enjoy going to work.;9
523;2021-04-01;2500-0001;I'm often bored at work.;2
524;2021-04-01;2500-0001;If I could, I would like to change careers.;1
525;2021-04-01;2500-0001;I'm satisified with the relations between colleagues in my team.;10
526;2021-04-01;2500-0001;I can always trust the colleagues in my team.;9
527;2021-04-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;1
528;2021-04-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
529;2021-04-01;2500-0001;After work, I'm exhausted in the evening.;3
530;2021-04-01;2500-0001;I'm often working under time pressure.;1
531;2021-07-01;2500-0001;I have a really interesting  job.;8
532;2021-07-01;2500-0001;Most of the time I enjoy going to work.;8
533;2021-07-01;2500-0001;I'm often bored at work.;1
534;2021-07-01;2500-0001;If I could, I would like to change careers.;3
535;2021-07-01;2500-0001;I'm satisified with the relations between colleagues in my team.;10
536;2021-07-01;2500-0001;I can always trust the colleagues in my team.;9
537;2021-07-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;2
538;2021-07-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
539;2021-07-01;2500-0001;After work, I'm exhausted in the evening.;2
540;2021-07-01;2500-0001;I'm often working under time pressure.;1
541;2021-07-01;2500-0001;I have a really interesting  job.;9
542;2021-07-01;2500-0001;Most of the time I enjoy going to work.;8
543;2021-07-01;2500-0001;I'm often bored at work.;2
544;2021-07-01;2500-0001;If I could, I would like to change careers.;1
545;2021-07-01;2500-0001;I'm satisified with the relations between colleagues in my team.;8
546;2021-07-01;2500-0001;I can always trust the colleagues in my team.;10
547;2021-07-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;1
548;2021-07-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
549;2021-07-01;2500-0001;After work, I'm exhausted in the evening.;3
550;2021-07-01;2500-0001;I'm often working under time pressure.;3
551;2021-07-01;2500-0001;I have a really interesting  job.;9
552;2021-07-01;2500-0001;Most of the time I enjoy going to work.;10
553;2021-07-01;2500-0001;I'm often bored at work.;2
554;2021-07-01;2500-0001;If I could, I would like to change careers.;1
555;2021-07-01;2500-0001;I'm satisified with the relations between colleagues in my team.;9
556;2021-07-01;2500-0001;I can always trust the colleagues in my team.;10
557;2021-07-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;2
558;2021-07-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
559;2021-07-01;2500-0001;After work, I'm exhausted in the evening.;1
560;2021-07-01;2500-0001;I'm often working under time pressure.;1
561;2021-07-01;2500-0001;I have a really interesting  job.;9
562;2021-07-01;2500-0001;Most of the time I enjoy going to work.;9
563;2021-07-01;2500-0001;I'm often bored at work.;2
564;2021-07-01;2500-0001;If I could, I would like to change careers.;3
565;2021-07-01;2500-0001;I'm satisified with the relations between colleagues in my team.;10
566;2021-07-01;2500-0001;I can always trust the colleagues in my team.;8
567;2021-07-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;2
568;2021-07-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
569;2021-07-01;2500-0001;After work, I'm exhausted in the evening.;3
570;2021-07-01;2500-0001;I'm often working under time pressure.;3
571;2021-07-01;2500-0001;I have a really interesting  job.;9
572;2021-07-01;2500-0001;Most of the time I enjoy going to work.;9
573;2021-07-01;2500-0001;I'm often bored at work.;1
574;2021-07-01;2500-0001;If I could, I would like to change careers.;2
575;2021-07-01;2500-0001;I'm satisified with the relations between colleagues in my team.;9
576;2021-07-01;2500-0001;I can always trust the colleagues in my team.;10
577;2021-07-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;1
578;2021-07-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
579;2021-07-01;2500-0001;After work, I'm exhausted in the evening.;3
580;2021-07-01;2500-0001;I'm often working under time pressure.;1
581;2021-07-01;2500-0001;I have a really interesting  job.;9
582;2021-07-01;2500-0001;Most of the time I enjoy going to work.;10
583;2021-07-01;2500-0001;I'm often bored at work.;3
584;2021-07-01;2500-0001;If I could, I would like to change careers.;3
585;2021-07-01;2500-0001;I'm satisified with the relations between colleagues in my team.;10
586;2021-07-01;2500-0001;I can always trust the colleagues in my team.;8
587;2021-07-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;2
588;2021-07-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
589;2021-07-01;2500-0001;After work, I'm exhausted in the evening.;3
590;2021-07-01;2500-0001;I'm often working under time pressure.;1
591;2021-07-01;2500-0001;I have a really interesting  job.;9
592;2021-07-01;2500-0001;Most of the time I enjoy going to work.;9
593;2021-07-01;2500-0001;I'm often bored at work.;3
594;2021-07-01;2500-0001;If I could, I would like to change careers.;1
595;2021-07-01;2500-0001;I'm satisified with the relations between colleagues in my team.;8
596;2021-07-01;2500-0001;I can always trust the colleagues in my team.;9
597;2021-07-01;2500-0001;It would not bother me if some colleagues of my team would be replaced.;3
598;2021-07-01;2500-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
599;2021-07-01;2500-0001;After work, I'm exhausted in the evening.;3
600;2021-07-01;2500-0001;I'm often working under time pressure.;3
601;2021-07-01;2500-0001;I have a really interesting  job.;9
602;2021-07-01;2500-0001;Most of the time I enjoy going to work.;8
603;2021-07-01;2500-0001;I'm often bored at work.;3
604;2021-07-01;2500-0001;If I could, I would like to change careers.;2
